Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BEL.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
2/18/2025,2220.300049,1085.150024,6376.850098,2237.600098,994.1500244,8446.599609,1893.699951,8465.900391,243.2527466,252.75,1668.900024,4891.200195,1482.099976,361.1000061,1197.400024,4719.399902,2463.199951,1725.5,1723.050049,618.9500122,3840.5,611.4500122,2296,1243.050049,1024.099976,1851.949951,405.25,978.7999878,1963.349976,3220.149902,2790.050049,12786.2002,2222.399902,311.2000122,236.6000061,266.9500122,1225.400024,1472.547363,725.7999878,1701.599976,1026.949951,682.4000244,134.5399933,3873.199951,1705,3221.850098,4997.75,11308.90039,312.2000122
2/19/2025,2180.800049,1082.849976,6422.649902,2239.100098,1011.349976,8479.5,1875.349976,8439.450195,252.0042725,255.6000061,1645.199951,4837.5,1464.150024,362.2999878,1165.849976,4810.600098,2463.199951,1712.300049,1727.199951,622.8499756,3879.149902,626.2999878,2250.399902,1261.650024,1035.800049,1810.800049,406.3999939,977.3499756,1985,3275.899902,2757.399902,12686.15039,2204.949951,314.7999878,238.3000031,263.0499878,1227.449951,1472.796875,727.2999878,1676.599976,1025.300049,681,135.7599945,3784.100098,1685.800049,3210.300049,4991.450195,11291.5498,314.1000061
2/20/2025,2179,1111.699951,6390.950195,2249.050049,1017.200012,8630.200195,1881.25,8399.450195,258.8165283,258.6000061,1643.5,4832.399902,1479.699951,367.9500122,1170.949951,4888.399902,2453.699951,1687.550049,1687.099976,620,3909.100098,638.7999878,2248.050049,1249.949951,1047.650024,1825.150024,402.0499878,981.1500244,1970.550049,3275.800049,2839.449951,12440.65039,2206.75,325.1499939,241.8999939,265.75,1233,1467.007935,729.7000122,1669.300049,1008.900024,689.7999878,138.0399933,3779.399902,1657.849976,3191.449951,5099.5,11287.59961,313.2999878
2/21/2025,2133.100098,1083.25,6317.549805,2257.600098,1008.950012,8506.049805,1879.349976,8396.700195,254.6894073,251.3000031,1639.25,4831.899902,1475.75,369.9500122,1151.800049,4962.450195,2431.050049,1700.699951,1692.5,622.8499756,3852.600098,653.5499878,2241.649902,1232.949951,1043.75,1815,400.8999939,981.9000244,1953.050049,3315.100098,2669.350098,12323.4502,2214.949951,326.25,239.8999939,261.8999939,1228.150024,1492.559326,722,1643.75,1004,673.2000122,140.7599945,3786,1649.5,3179.899902,5048.200195,11157.25,306.3500061
2/24/2025,2115.149902,1070.400024,6251.399902,2246.199951,1010.049988,8446.950195,1857.800049,8354.950195,254.9380341,251,1601.300049,4804.299805,1476.75,364.7999878,1164.550049,5010.799805,2393.699951,1644.050049,1677.099976,617,3884.850098,641.9000244,2241.449951,1218.349976,1029.150024,1764.099976,401.8999939,966.7999878,1966.099976,3257.699951,2709.199951,12345.2002,2220.399902,320.1000061,234.3500061,259.1499939,1214.550049,1483.676147,716.4000244,1639.5,1002.400024,668.25,137.6499939,3675.600098,1613.699951,3173,5066,11042.65039,295.0499878
2/25/2025,2129.850098,1080.349976,6251.350098,2224.75,1009.099976,8417.900391,1875.099976,8488.799805,255.2363586,248.4499969,1641.400024,4798.049805,1463.349976,361.1499939,1128.150024,4989.799805,2379.300049,1636.099976,1682.349976,622.1500244,3828.25,619.4500122,2259.300049,1224.150024,1034.25,1767.699951,404.8500061,958.75,1967.25,3225.899902,2777.850098,12476.34961,2250.399902,318.7000122,233,255.75,1204,1468.954224,710.9000244,1613.599976,1004.849976,661.5999756,137.0700073,3629.550049,1593.949951,3198.800049,4959.899902,10964.15039,291.2999878
2/27/2025,2110.949951,1078.949951,6185.200195,2213.649902,1016.700012,8232.349609,1925.550049,8705.400391,251.059494,244.75,1650.400024,4782.799805,1441.150024,363.8500061,1125.550049,4935.5,2339.949951,1629.199951,1700.699951,618.4000244,3759.550049,631.9500122,2244.949951,1222.449951,1046.699951,1764.300049,401.6000061,975,1947.550049,3209.5,2726.550049,12380.59961,2278.199951,315.7000122,231,256.25,1207.099976,1466.958008,703.9000244,1647.5,1008,648.5499878,138.6900024,3612.550049,1588.25,3223.100098,4805.299805,10447.65039,294.5
2/28/2025,2096,1069.400024,6052.600098,2179.75,1015.549988,7902.899902,1872.300049,8530.299805,244.8936462,237.3000031,1570.199951,4595.450195,1407.5,369.3500061,1116.5,4773.600098,2306.649902,1575.050049,1732.400024,608.5,3681.100098,634.3499756,2190.25,1204.099976,990.0999756,1687.699951,395,950.7000122,1902.949951,3163.850098,2585.100098,11945.84961,2189.649902,311.4500122,225.25,250.8500061,1200.099976,1427.782593,688.7999878,1593.25,963.7000122,620.6500244,137.1999969,3483.25,1487.849976,3077.25,4851.549805,10128.4502,277.6499939
3/3/2025,2117.100098,1053.050049,6170.600098,2166.399902,1007.25,7714.799805,1838.550049,8627.849609,255.9723053,242.4100037,1595.800049,4596.600098,1407.550049,360.3500061,1119.599976,4906.600098,2377.449951,1572.400024,1701.550049,618,3630.75,636.5499878,2176.850098,1206.199951,984,1708.599976,397.4500122,976.0499878,1914.599976,3197.300049,2611.899902,11775.59961,2185.550049,314.3999939,225.1300049,252.5,1171.25,1405.824341,695.2999878,1585.099976,953.9000244,621.1500244,138.5700073,3493.050049,1493.050049,3082,4946.899902,10340.7998,283.5499878
3/4/2025,2144.800049,1057.949951,6188.149902,2132.100098,1001.799988,7333.299805,1790.300049,8585.950195,263.2519531,249.9199982,1575.349976,4575.200195,1401.800049,363.8500061,1120.150024,4815.100098,2394.649902,1535.5,1710,616.5,3514.850098,641.6500244,2157.350098,1210.400024,987.5999756,1688.300049,394.8500061,974.0999756,1907.800049,3213,2613.350098,11616.25,2146.5,313.75,226.7599945,254,1161.900024,1390.453613,716.0499878,1566.5,954.5499878,619.2000122,139.3399963,3532.050049,1488.25,3048.5,4999.799805,10370.09961,280
3/5/2025,2245.850098,1112.699951,6214.399902,2164.149902,1014.450012,7420.299805,1801.800049,8298.700195,273.4057617,255.8399963,1618.25,4722.149902,1419.75,368.25,1126.400024,4988.299805,2391.649902,1572.949951,1690,621.2000122,3588.75,657.3499756,2170.449951,1215.699951,971.8499756,1711.5,405.0499878,1002.700012,1933.099976,3239.649902,2726.600098,11617.34961,2197,326.2000122,228.9400024,264.3999939,1175.599976,1418.001099,730.3499756,1582.449951,956.7999878,640.7999878,146.1000061,3547.050049,1538.099976,3086.550049,5106.100098,10464.2002,285.1000061
3/6/2025,2252.850098,1136.199951,6274.100098,2267.699951,1034.099976,7462.25,1845.449951,8410.849609,271.4465942,265.0400085,1626.900024,4702.549805,1461.75,382.6000061,1140.099976,5094.399902,2393.649902,1585.449951,1691.199951,618.25,3648.75,681.9500122,2218.949951,1218.050049,971.7000122,1715.849976,405.7000122,1011.099976,1921.699951,3259.899902,2742.399902,11666.40039,2201.199951,337.8999939,232.6000061,266.6499939,1209.599976,1418.600098,732.0499878,1614,958.1500244,639.6500244,150.4400024,3601.600098,1503.449951,3121.100098,5069.5,10493.5,285.8999939
3/7/2025,2247.5,1144.5,6216.100098,2270,1037.650024,7574.75,1845.300049,8404.5,275.464325,261.2600098,1630.699951,4748.25,1458.449951,380.6499939,1133.25,5100.700195,2407.25,1557.949951,1689.25,625.2000122,3652.5,691.3499756,2204.550049,1214.550049,936.75,1686,403.8999939,1011.150024,1935.400024,3244.699951,2727.850098,11664.15039,2238.449951,329.5499878,232.8899994,263.2999878,1249.800049,1411.599976,732.75,1609.300049,962.0499878,648.2999878,151.5599976,3611.199951,1492.349976,3079.350098,4999.850098,10582.40039,284.7999878
3/10/2025,2228.300049,1142.900024,6149.600098,2278.600098,1035.849976,7383.399902,1840.349976,8342.599609,270.8299866,256.9299927,1630.949951,4737.700195,1462.75,375.1499939,1120.199951,4990.549805,2383.949951,1549.300049,1687.5,625.9000244,3582.850098,689.1500244,2247.75,1214.849976,900.5,1701.449951,405,1013.5,1921.75,3177.699951,2702.600098,11586.0498,2248.399902,329.3999939,223.1900024,271.2999878,1238.400024,1419.449951,728.9000244,1611.5,957.2999878,648.1500244,151.0500031,3589.649902,1486.849976,3026.800049,4799.700195,10520.09961,280.8999939
3/11/2025,2250.600098,1135,6134.799805,2287.399902,1025.650024,7499.950195,1805.400024,8340.450195,277.1799927,264.5799866,1662.949951,4762.049805,1445.75,379.0499878,1116.650024,4985.549805,2413.550049,1567.849976,1685.5,636.9500122,3650.649902,695.5,2216.949951,1245.400024,655.9500122,1661.599976,406.2000122,1018.650024,1935.199951,3195.449951,2645.600098,11646.9502,2251.399902,330.2999878,226.7200012,267.2999878,1247.300049,1417.25,729.8499756,1655.300049,959.8499756,648.0499878,150.75,3575.300049,1479.199951,3046.399902,4995.450195,10439.25,277.75
3/12/2025,2241.800049,1128.300049,6143.75,2251.300049,1011.200012,7515.049805,1819.449951,8484.450195,276.8299866,266.3200073,1642.849976,4792.049805,1454.300049,380.7000122,1105.150024,5017.450195,2398.899902,1540.599976,1711.150024,632,3610.25,689.8499756,2192.899902,1243.949951,684.7000122,1590.849976,412.3999939,1010.400024,1982.550049,3193.649902,2653.300049,11640.09961,2195.5,330.1499939,224.3999939,267.1000061,1257.050049,1409,723.0499878,1676.849976,945.4500122,668.2999878,150.3000031,3506.199951,1438.300049,3018.949951,5015.350098,10520.40039,268.5499878
3/13/2025,2221.100098,1119.199951,6105.649902,2231.300049,1010.200012,7504.700195,1807.449951,8420.450195,280.0700073,264.4100037,1632.5,4728.25,1461.900024,378.2999878,1107.949951,5015.25,2370.199951,1534.75,1706.599976,622.4000244,3529.149902,677.3499756,2174.800049,1250.050049,672.3499756,1579.849976,412.0499878,1001.200012,1985.099976,3187.300049,2643.5,11513.7998,2191.949951,331.8999939,225.4299927,267.6499939,1247.900024,1385.550049,727.8499756,1683.449951,946.0999756,655.5,150.8800049,3511.050049,1440.650024,3010.149902,5022.399902,10452.09961,264
3/17/2025,2252.699951,1137.150024,6156.649902,2219.550049,1034.150024,7486.049805,1871.599976,8580.349609,279.9299927,261.4200134,1639.150024,4674.899902,1492.599976,385.75,1150.699951,5050.25,2399.350098,1545.150024,1710.400024,629.7999878,3493.100098,680.75,2171.25,1269,677.4000244,1590.050049,407.9500122,1005.700012,1993.099976,3173.449951,2705.149902,11553.7002,2174.350098,331.6499939,229.7400055,267.3500061,1238.849976,1434.25,723.1500244,1704.300049,940.4500122,661.0499878,151.8099976,3497.699951,1440.099976,3017.350098,5159.549805,10547.09961,259.8500061
3/18/2025,2252.699951,1137.150024,6156.649902,2219.550049,1034.150024,7486.049805,1871.599976,8580.349609,279.9299927,261.4200134,1639.150024,4674.899902,1492.599976,385.75,1150.699951,5050.25,2399.350098,1545.150024,1710.400024,629.7999878,3493.100098,680.75,2171.25,1269,677.4000244,1590.050049,407.9500122,1005.700012,1993.099976,3173.449951,2705.149902,11553.7002,2174.350098,331.6499939,229.7400055,267.3500061,1238.849976,1434.25,723.1500244,1704.300049,940.4500122,661.0499878,151.8099976,3497.699951,1440.099976,3017.350098,5159.549805,10547.09961,259.8500061
3/19/2025,2318.649902,1173.5,6427.549805,2280.699951,1052.050049,7721.850098,1842.25,8731.599609,290,265.2600098,1637.150024,4707.100098,1499.150024,395.8500061,1172.099976,5100.899902,2458.199951,1544.449951,1744.099976,664.5499878,3537,698.5499878,2200.050049,1313.099976,692.7000122,1586.550049,403.0499878,1033.349976,2021.550049,3319.550049,2789.100098,11615.5498,2184,341.2999878,232.5700073,277.2000122,1247.150024,1484.900024,745.0999756,1732.349976,949.8499756,682.25,158.6000061,3497.100098,1396.150024,3076.300049,5230.850098,10933.25,265.7000122
3/20/2025,2339.300049,1177.449951,6474.350098,2287.199951,1054.349976,7920,1851.849976,8679.650391,297.0499878,272.1300049,1705.25,4831.100098,1512.050049,396.3999939,1187.199951,5229.350098,2468.149902,1562,1768.75,674.3499756,3597.149902,705.9500122,2242.399902,1321.699951,684.0999756,1615.550049,403.9500122,1050.25,2035.650024,3351.050049,2828.100098,11730.2002,2221.550049,341.75,235.5899963,280.3500061,1269.150024,1498.349976,749.5499878,1750.25,965.8499756,690.0499878,159.0399933,3563.149902,1410.550049,3193.100098,5221.549805,10948.15039,268
3/21/2025,2362.800049,1188.800049,6611.549805,2300.399902,1070.150024,8067.850098,1847.25,8916.099609,295.7399902,279.6600037,1725.800049,4814,1523.849976,405.3999939,1200.150024,5305.950195,2469.399902,1566.699951,1770.349976,679.5999756,3629,695.3499756,2246.199951,1343.099976,686.9000244,1592.550049,405.5499878,1058.699951,2079,3415.949951,2801.850098,11732.7998,2268.850098,351.2999878,242.4199982,283.1000061,1276.349976,1546.400024,753.2000122,1784.5,961.2000122,702.9500122,157.2799988,3578.100098,1409.25,3162.699951,5150.049805,10976.75,264.2999878
